id,age,employer_type,highest_education_completed,marital_status,occupation_code,race_code,gender,capital_gains,capital_losses,hours_worked_per_week,native_country_code,salary_greater_than_100k
413,54,non_government,some_college, divorced,3,3,0,0,0,48,20,0
414,33,non_government,high_school, divorced,6,3,1,0,0,60,20,0
415,32,non_government,some_college,never_married,5,3,0,0,0,20,20,0
416,46,non_government,some_college, married,2,3,1,0,0,40,20,1
417,55,non_government,high_school, married,7,1,1,0,0,40,15,0
418,30,non_government,high_school,never_married,0,3,1,0,5455,45,20,0
419,59,self_employed_not_incorporated,high_school, married,11,3,1,0,0,20,20,0
420,25,non_government,associates_degree_vocational, divorced,2,3,0,0,0,40,20,0
421,32,non_government,associates_degree_vocational, married,3,3,1,0,0,50,20,1
422,69,non_government,high_school, widowed,7,3,0,3021,0,18,20,0
423,27,non_government,bachelors_degree,never_married,2,3,0,0,0,43,20,0
424,37,government_state,bachelors_degree,never_married,1,3,1,0,0,40,20,0
425,27,non_government,high_school, married,10,3,1,0,0,40,20,0
426,22,non_government,some_college,never_married,3,3,0,0,0,15,20,0
427,33,non_government,associates_degree_vocational, married,5,3,0,0,0,40,20,1
428,36,government_local,bachelors_degree,never_married,1,3,1,0,0,40,20,0
429,19,non_government,high_school,never_married,3,2,0,0,0,20,20,0
430,52,government_local,some_college, divorced,8,3,0,0,0,40,20,0
431,22,non_government,high_school, married,7,3,1,0,0,20,20,0
432,49,non_government,high_school, married,10,3,1,0,0,40,20,0
433,29,non_government,some_college,never_married,3,3,1,0,0,50,20,0
434,58,self_employed_not_incorporated,high_school, married,7,3,0,0,0,45,20,0
435,28,non_government,high_school, divorced,7,3,0,0,5259,52,20,0
436,41,non_government,associates_degree_academic, divorced,0,2,0,0,0,40,26,0
437,20,non_government,high_school,never_married,2,3,0,0,0,40,20,0
438,62,non_government,bachelors_degree, married,3,3,1,0,0,35,20,0
439,54,non_government,high_school,never_married,2,3,0,0,0,40,20,0
440,26,non_government,high_school, separated,5,3,0,0,0,40,20,0
441,46,government_local,bachelors_degree, divorced,1,3,0,0,4262,40,20,0
442,27,government_state,bachelors_degree,never_married,2,3,0,0,0,40,20,0
443,46,non_government,high_school, separated,7,2,0,0,0,45,26,0
444,26,non_government,high_school,never_married,2,3,0,0,0,35,20,0
445,20,non_government,some_college,never_married,2,1,0,0,0,40,21,0
446,39,non_government,some_college, married,0,3,1,0,5871,62,20,1
447,48,non_government,bachelors_degree, married,3,3,1,0,0,40,20,0
448,47,non_government,some_college, married,1,3,1,0,0,40,20,1
449,23,non_government,high_school,never_married,4,2,0,0,0,16,20,0
450,46,non_government,masters_degree, married,5,3,1,0,6172,40,20,1
451,27,non_government,masters_degree,never_married,4,3,1,0,0,30,20,0
452,29,non_government,high_school, married,2,1,0,0,0,35,21,0
453,48,government_local,high_school, married,7,3,1,0,0,40,20,0
454,41,non_government,bachelors_degree, married,1,3,1,0,0,50,20,1
455,52,non_government,associates_degree_academic, married,5,3,1,0,0,40,20,1
456,19,non_government,high_school,never_married,7,3,0,0,0,45,20,0
457,45,non_government,high_school, married,3,3,1,0,0,60,20,0
458,38,self_employed_not_incorporated,some_college, divorced,10,3,1,0,0,40,20,0
459,39,non_government,bachelors_degree, married,3,3,1,0,0,50,20,1
460,32,non_government,masters_degree,never_married,3,2,1,0,0,40,20,0
461,21,non_government,some_college,never_married,7,3,0,0,0,40,20,0
462,29,non_government,high_school, married,2,3,0,0,0,40,20,1
463,41,non_government,some_college, divorced,3,3,0,0,0,48,20,0
464,31,non_government,bachelors_degree,never_married,0,3,1,0,0,40,20,0
465,22,non_government,high_school,never_married,7,2,0,0,0,40,20,0
466,45,non_government,high_school,never_married,4,3,1,0,0,40,20,0
467,28,non_government,bachelors_degree,never_married,10,3,1,0,0,40,20,0
468,48,self_employed_not_incorporated,some_college, divorced,3,3,0,10314,0,60,20,0
469,39,government_federal,some_college, divorced,2,3,1,0,0,40,20,1
470,28,non_government,high_school,never_married,8,3,0,0,0,40,20,0
471,31,non_government,some_college, married,3,3,1,0,0,40,20,0
472,44,non_government,high_school,never_married,3,3,0,0,0,15,20,0
473,27,non_government,high_school,never_married,10,3,0,0,0,40,20,0
474,22,non_government,some_college,never_married,6,3,1,0,0,30,20,0
475,26,non_government,high_school, married,9,3,1,0,0,40,20,0
476,60,non_government,high_school, married,3,3,1,0,0,40,20,0
477,39,non_government,high_school, married,6,2,0,0,0,45,20,0
478,23,non_government,bachelors_degree,never_married,1,3,0,0,0,40,20,0
479,36,non_government,high_school, separated,10,2,0,0,0,36,20,0
480,43,non_government,some_college, divorced,0,3,1,0,0,45,20,0
481,45,self_employed_incorporated,some_college, married,6,3,1,0,0,55,20,1
482,51,non_government,doctoral_degree, married,0,3,1,45312,0,84,20,1
483,75,self_employed_not_incorporated,high_school, married,3,3,1,0,0,35,20,0
484,19,non_government,some_college, separated,3,3,0,0,0,25,20,0
485,33,government_federal,high_school,never_married,2,3,0,0,0,30,20,0
486,32,non_government,high_school, divorced,4,3,1,0,0,40,20,0
487,35,non_government,high_school, married,3,3,1,0,0,45,20,0
488,26,non_government,high_school,never_married,7,3,1,0,0,40,20,0
489,30,non_government,high_school,never_married,2,3,0,0,0,40,20,0
490,39,non_government,high_school,never_married,10,3,1,0,0,40,20,0
491,31,non_government,high_school, divorced,6,3,1,0,0,50,20,0
492,40,non_government,bachelors_degree, married,0,3,1,45192,0,50,20,1
493,24,non_government,high_school,never_married,8,3,1,0,0,40,20,0
494,37,non_government,associates_degree_vocational, married,2,3,1,10444,0,40,20,0
495,24,non_government,high_school,never_married,10,2,0,0,0,40,20,0
496,39,government_state,bachelors_degree, married,0,3,0,0,0,55,20,1
497,23,non_government,high_school,never_married,3,3,1,0,0,60,20,0
498,30,non_government,some_college,never_married,3,3,1,0,0,30,20,0
499,41,non_government,associates_degree_academic, divorced,2,3,0,0,0,38,20,0
500,37,non_government,some_college, divorced,4,3,1,0,4450,40,20,0
501,27,self_employed_incorporated,high_school,never_married,3,3,1,0,0,45,20,0
502,44,non_government,bachelors_degree, married,5,3,1,0,0,40,20,0
503,25,non_government,masters_degree, married,11,3,1,0,0,99,20,1
504,38,non_government,some_college, divorced,3,3,1,0,0,60,20,0
505,37,government_local,some_college, separated,2,3,0,0,0,40,20,0
506,42,non_government,high_school, married,6,3,1,0,0,40,20,0
507,42,government_federal,bachelors_degree,never_married,0,3,0,0,0,40,20,0
508,29,non_government,high_school, married,3,3,0,0,0,40,20,1
509,29,government_state,some_college,never_married,1,3,1,0,0,35,20,0
510,34,non_government,high_school,never_married,10,1,1,0,0,40,1,0
511,20,non_government,some_college,never_married,1,3,0,0,0,40,20,0
512,37,non_government,some_college, married,10,3,1,0,0,40,20,1
513,42,non_government,high_school, married,6,0,1,0,0,60,20,0
514,49,non_government,high_school, divorced,7,2,0,0,0,40,20,0
515,55,self_employed_not_incorporated,high_school, divorced,7,3,0,0,0,40,20,0
516,51,non_government,high_school, separated,7,2,0,0,0,37,20,0
517,33,government_local,bachelors_degree,never_married,1,2,0,0,0,50,20,0
518,44,non_government,bachelors_degree,never_married,1,3,0,0,0,45,27,0
519,22,non_government,high_school,never_married,4,3,1,0,0,40,20,0
520,27,government_state,bachelors_degree,never_married,1,2,1,0,0,40,20,0
521,39,non_government,masters_degree, married,2,3,1,0,0,40,20,0
522,24,non_government,associates_degree_academic,never_married,3,3,1,0,0,20,20,0
523,58,non_government,some_college, divorced,7,3,1,0,0,40,20,0
524,22,non_government,some_college, married,5,3,1,0,0,40,20,0
525,23,government_local,bachelors_degree,never_married,1,3,0,0,0,40,20,0
526,33,non_government,associates_degree_vocational, separated,2,2,0,0,0,50,20,0
527,34,non_government,bachelors_degree,never_married,1,3,0,0,0,36,20,0
528,40,non_government,masters_degree, divorced,1,3,1,0,0,43,20,0
529,46,non_government,some_college, divorced,3,3,0,0,0,40,20,0
530,30,non_government,some_college, married,0,3,1,0,0,50,20,0
531,47,government_local,bachelors_degree, married,9,3,1,0,0,40,20,0
532,33,self_employed_not_incorporated,bachelors_degree, married,3,3,1,22747,0,80,20,1
533,57,non_government,some_college,never_married,2,3,0,0,0,40,20,0
534,45,non_government,associates_degree_academic, divorced,10,3,1,0,0,40,20,0
535,50,non_government,bachelors_degree, divorced,3,3,1,0,0,45,20,0
536,34,non_government,bachelors_degree,never_married,2,3,0,0,0,40,20,0
537,25,non_government,bachelors_degree,never_married,3,3,0,0,0,40,20,0
538,51,non_government,high_school, married,6,3,1,0,0,40,20,0
539,55,self_employed_not_incorporated,masters_degree, married,3,3,1,6516,0,50,20,0
540,51,government_federal,doctoral_degree,never_married,1,3,0,0,4715,70,20,1
541,25,government_local,associates_degree_vocational,never_married,9,3,1,0,0,30,20,0
542,62,self_employed_not_incorporated,some_college, married,0,3,1,0,0,10,20,0
543,21,non_government,some_college,never_married,2,3,1,0,0,40,20,0
544,39,non_government,high_school,never_married,3,3,0,0,0,60,20,0
545,43,non_government,some_college, married,2,3,1,0,0,40,20,0
546,33,self_employed_not_incorporated,high_school, married,6,3,1,0,0,40,20,0
547,33,non_government,high_school,never_married,5,3,1,0,0,45,20,0
548,58,non_government,bachelors_degree, divorced,3,3,1,0,0,50,20,0
549,50,non_government,bachelors_degree, married,3,3,1,0,0,40,20,0
550,59,self_employed_incorporated,some_college, married,6,3,1,0,0,50,20,1
551,24,non_government,associates_degree_academic,never_married,0,3,1,0,0,20,20,0
552,26,non_government,high_school, married,5,3,1,0,0,40,20,0
553,37,government_state,associates_degree_academic, divorced,1,3,0,0,0,38,20,0
554,41,non_government,bachelors_degree, married,5,3,1,0,0,40,20,1
555,27,non_government,high_school,never_married,2,3,1,0,0,40,20,0
556,55,non_government,some_college, married,6,3,1,0,0,40,20,1
557,20,non_government,high_school,never_married,8,3,1,0,0,40,20,0
558,34,government_state,bachelors_degree,never_married,1,3,1,0,0,45,20,0
559,36,government_federal,some_college, married,2,3,1,0,0,70,20,0
560,44,non_government,bachelors_degree, divorced,0,3,0,0,0,50,20,1
561,34,non_government,associates_degree_academic, divorced,6,3,1,0,0,50,20,0
562,39,self_employed_not_incorporated,high_school, married,11,3,0,0,0,50,20,0
563,29,non_government,associates_degree_vocational,never_married,6,3,1,0,0,50,20,0
564,45,non_government,high_school, divorced,7,2,0,0,0,35,20,0
565,23,non_government,bachelors_degree,never_married,1,3,1,0,0,42,20,0
566,27,non_government,associates_degree_vocational,never_married,0,3,1,32243,0,65,32,1
567,23,self_employed_not_incorporated,high_school, divorced,7,3,0,0,0,40,20,0
568,21,non_government,high_school,never_married,7,3,0,0,0,40,20,0
569,63,government_state,high_school, divorced,2,3,0,0,0,38,20,0
570,53,government_local,masters_degree, divorced,1,3,0,0,0,50,20,0
571,48,non_government,some_college, married,4,3,1,0,0,40,20,0
572,36,self_employed_not_incorporated,bachelors_degree,never_married,6,3,1,0,0,40,20,0
573,36,non_government,high_school, divorced,0,3,1,0,0,45,20,0
574,29,non_government,high_school,never_married,6,2,1,0,0,40,20,0
575,23,non_government,bachelors_degree,never_married,5,2,1,0,0,40,20,0
576,53,non_government,high_school, married,12,3,0,0,0,40,20,0
577,53,non_government,associates_degree_academic, married,10,3,1,0,0,40,20,1
578,56,non_government,high_school,never_married,1,3,0,0,0,45,20,0
579,21,non_government,high_school,never_married,1,3,0,0,0,55,20,0
580,43,self_employed_not_incorporated,bachelors_degree, divorced,0,3,1,0,0,60,20,0
581,30,self_employed_not_incorporated,masters_degree, divorced,1,1,1,0,0,50,9,1
582,24,non_government,bachelors_degree,never_married,0,3,1,0,0,45,20,0
583,33,self_employed_not_incorporated,some_college, married,0,3,1,0,0,45,20,0
584,48,non_government,some_college,never_married,0,3,0,0,0,40,34,1
585,43,non_government,bachelors_degree, married,0,3,1,0,0,45,20,1
586,58,non_government,some_college, divorced,2,3,0,0,0,46,20,0
587,41,non_government,high_school,never_married,6,3,1,0,0,44,20,0
588,23,non_government,bachelors_degree,never_married,7,3,1,0,0,35,20,0
589,44,non_government,some_college, married,10,3,1,9398,0,40,20,1
590,20,non_government,some_college,never_married,4,3,1,0,0,25,20,0
591,33,non_government,some_college,never_married,6,3,1,0,0,80,20,0
592,33,government_local,associates_degree_vocational, married,1,3,1,0,0,60,20,0
593,61,non_government,masters_degree, married,1,1,1,0,0,45,9,1
594,25,non_government,high_school,never_married,4,2,0,0,0,25,20,0
595,39,non_government,high_school, married,0,3,1,0,0,55,20,0
596,39,non_government,high_school,never_married,10,2,0,0,0,40,20,0
597,50,non_government,bachelors_degree, married,5,3,1,0,0,40,20,0
598,61,self_employed_not_incorporated,high_school, married,3,3,1,0,0,53,20,0
599,39,non_government,bachelors_degree, married,0,3,1,9864,0,50,20,1
600,27,non_government,high_school, married,7,3,1,0,0,40,20,0
601,44,non_government,some_college, married,0,3,1,0,0,45,20,1
602,63,non_government,some_college, married,1,3,1,0,0,40,20,0
603,63,non_government,bachelors_degree, married,9,1,1,0,0,40,15,1
604,20,non_government,some_college,never_married,7,3,0,0,0,25,20,0
605,38,non_government,high_school,never_married,2,3,0,0,0,40,20,0
606,53,non_government,high_school, married,6,3,1,0,0,40,20,0
607,40,non_government,high_school, married,2,3,1,0,0,40,27,0
608,37,non_government,high_school, married,6,3,1,0,0,40,20,0
609,31,non_government,high_school, married,6,3,1,0,0,51,20,0
610,66,non_government,some_college, married,0,3,1,0,0,24,20,0
611,23,non_government,some_college,never_married,10,3,1,0,0,40,20,0
612,25,non_government,some_college, divorced,5,3,0,0,0,40,20,0
613,21,non_government,bachelors_degree,never_married,1,1,0,0,0,45,20,0
614,68,self_employed_not_incorporated,doctoral_degree, married,1,3,1,0,0,50,22,0
615,53,government_local,bachelors_degree, divorced,2,3,0,0,0,38,23,0
616,24,non_government,high_school,never_married,6,3,1,0,4498,50,20,0
617,33,non_government,high_school, married,11,3,1,0,0,50,20,0
618,25,self_employed_not_incorporated,associates_degree_vocational, married,7,3,0,0,0,45,20,0
619,44,self_employed_incorporated,high_school, married,0,3,1,14352,0,60,32,0
620,27,non_government,associates_degree_vocational, divorced,3,3,0,0,0,40,20,0
621,43,government_local,some_college, divorced,2,3,0,0,0,40,20,0
622,23,non_government,some_college,never_married,4,2,1,0,0,22,20,0
623,33,non_government,high_school,never_married,8,3,1,0,0,40,20,0
624,26,non_government,high_school,never_married,2,2,1,0,0,40,20,0
625,55,non_government,high_school, divorced,8,3,1,0,0,40,20,0
626,53,non_government,some_college, married,8,3,1,0,0,40,20,1
627,42,self_employed_incorporated,professional_degree, married,1,3,1,0,7001,60,20,1
628,52,non_government,high_school, widowed,2,3,0,0,0,40,20,0
629,42,non_government,some_college, married,5,3,1,0,0,40,20,1
630,19,non_government,high_school,never_married,10,3,1,0,0,42,20,0
631,26,non_government,bachelors_degree,never_married,6,3,1,0,0,45,20,1
632,55,non_government,high_school, married,8,3,1,0,0,60,20,0
633,35,non_government,bachelors_degree, married,1,3,1,0,0,50,20,0
634,20,non_government,high_school,never_married,4,3,1,0,0,40,20,0
635,52,non_government,high_school, married,10,3,1,0,0,40,20,0
636,34,non_government,masters_degree, divorced,1,3,0,0,0,60,20,1
637,21,non_government,some_college,never_married,7,3,1,0,0,20,20,0
638,20,non_government,high_school,never_married,2,3,0,0,0,30,20,0
639,20,non_government,high_school, married,4,3,1,0,0,50,20,0
640,45,non_government,bachelors_degree,never_married,1,3,1,0,0,46,20,0
641,43,non_government,high_school, married,2,3,1,0,0,40,20,0
642,23,non_government,high_school, married,0,3,1,0,0,54,20,0
643,43,non_government,high_school, separated,10,3,0,0,0,40,20,0
644,45,non_government,high_school,never_married,10,3,0,0,0,40,22,0
645,22,non_government,high_school,never_married,4,3,1,0,0,50,20,0
646,62,non_government,professional_degree, married,6,3,1,0,0,45,20,1
647,32,government_state,high_school, married,9,3,1,0,0,40,20,0
